LABEL;#TS;TEMP;TOKENS
END_TS;1;0.0;730
END_TS;2;0.0;685
END_TS;3;0.0;702
END_TS;4;0.0;684
END_TS;5;0.0;685
END_TS;6;0.0;685
END_TS;7;0.0;685
END_TS;8;0.0;685
END_TS;9;0.0;685
END_TS;10;0.0;685
END_TS;11;0.0;685
END_TS;12;0.0;685
END_TS;13;0.0;685
END_TS;14;0.0;685
END_TS;15;0.0;685
END_TS;16;0.0;666
END_TS;17;0.0;684
END_TS;18;0.0;702
END_TS;19;0.0;666
END_TS;20;0.0;685
END_TS;21;0.0;685
END_TS;22;0.0;666
END_TS;23;0.0;684
END_TS;24;0.0;702
END_TS;25;0.0;685
END_TS;26;0.0;702
END_TS;27;0.0;687
END_TS;28;0.0;702
END_TS;29;0.0;685
END_TS;30;0.0;685
END_TS;31;0.1;640
END_TS;32;0.1;666
END_TS;33;0.1;684
END_TS;34;0.1;704
END_TS;35;0.1;685
END_TS;36;0.1;684
END_TS;37;0.1;666
END_TS;38;0.1;724
END_TS;39;0.1;685
END_TS;40;0.1;647
END_TS;41;0.1;687
END_TS;42;0.1;685
END_TS;43;0.1;666
END_TS;44;0.1;666
END_TS;45;0.1;687
END_TS;46;0.1;702
END_TS;47;0.1;685
END_TS;48;0.1;790
END_TS;49;0.1;640
END_TS;50;0.1;711
END_TS;51;0.1;685
END_TS;52;0.1;702
END_TS;53;0.1;730
END_TS;54;0.1;685
END_TS;55;0.1;666
END_TS;56;0.1;685
END_TS;57;0.1;684
END_TS;58;0.1;730
END_TS;59;0.1;640
END_TS;60;0.1;704
END_TS;61;0.2;666
END_TS;62;0.2;685
END_TS;63;0.2;702
END_TS;64;0.2;685
END_TS;65;0.2;704
END_TS;66;0.2;687
END_TS;67;0.2;702
END_TS;68;0.2;694
END_TS;69;0.2;685
END_TS;70;0.2;640
END_TS;71;0.2;694
END_TS;72;0.2;730
END_TS;73;0.2;702
END_TS;74;0.2;702
END_TS;75;0.2;685
END_TS;76;0.2;685
END_TS;77;0.2;730
END_TS;78;0.2;709
END_TS;79;0.2;684
END_TS;80;0.2;702
END_TS;81;0.2;666
END_TS;82;0.2;666
END_TS;83;0.2;684
END_TS;84;0.2;684
END_TS;85;0.2;702
END_TS;86;0.2;640
END_TS;87;0.2;701
END_TS;88;0.2;652
END_TS;89;0.2;694
END_TS;90;0.2;730
END_TS;91;0.3;640
END_TS;92;0.3;629
END_TS;93;0.3;695
END_TS;94;0.3;3389
END_TS;95;0.3;728
END_TS;96;0.3;622
END_TS;97;0.3;685
END_TS;98;0.3;711
END_TS;99;0.3;730
END_TS;100;0.3;719
END_TS;101;0.3;622
END_TS;102;0.3;694
END_TS;103;0.3;702
END_TS;104;0.3;685
END_TS;105;0.3;761
END_TS;106;0.3;743
END_TS;107;0.3;735
END_TS;108;0.3;738
END_TS;109;0.3;3368
END_TS;110;0.3;687
END_TS;111;0.3;696
END_TS;112;0.3;694
END_TS;113;0.3;720
END_TS;114;0.3;666
END_TS;115;0.3;675
END_TS;116;0.3;694
END_TS;117;0.3;622
END_TS;118;0.3;692
END_TS;119;0.3;699
END_TS;120;0.3;666
END_TS;121;0.4;3551
END_TS;122;0.4;722
END_TS;123;0.4;647
END_TS;124;0.4;634
END_TS;125;0.4;622
END_TS;126;0.4;3389
END_TS;127;0.4;666
END_TS;128;0.4;685
END_TS;129;0.4;681
END_TS;130;0.4;702
END_TS;131;0.4;685
END_TS;132;0.4;738
END_TS;133;0.4;628
END_TS;134;0.4;678
END_TS;135;0.4;711
END_TS;136;0.4;3600
END_TS;137;0.4;653
END_TS;138;0.4;3416
END_TS;139;0.4;640
END_TS;140;0.4;707
END_TS;141;0.4;689
END_TS;142;0.4;681
END_TS;143;0.4;666
END_TS;144;0.4;664
END_TS;145;0.4;685
END_TS;146;0.4;640
END_TS;147;0.4;681
END_TS;148;0.4;729
END_TS;149;0.4;718
END_TS;150;0.4;640
END_TS;151;0.5;640
END_TS;152;0.5;724
END_TS;153;0.5;622
END_TS;154;0.5;3659
END_TS;155;0.5;721
END_TS;156;0.5;666
END_TS;157;0.5;629
END_TS;158;0.5;684
END_TS;159;0.5;622
END_TS;160;0.5;658
END_TS;161;0.5;676
END_TS;162;0.5;3401
END_TS;163;0.5;751
END_TS;164;0.5;708
END_TS;165;0.5;638
END_TS;166;0.5;706
END_TS;167;0.5;710
END_TS;168;0.5;3892
END_TS;169;0.5;744
END_TS;170;0.5;720
END_TS;171;0.5;664
END_TS;172;0.5;707
END_TS;173;0.5;747
END_TS;174;0.5;702
END_TS;175;0.5;764
END_TS;176;0.5;685
END_TS;177;0.5;778
END_TS;178;0.5;622
END_TS;179;0.5;3242
END_TS;180;0.5;684
END_TS;181;0.6;3392
END_TS;182;0.6;729
END_TS;183;0.6;724
END_TS;184;0.6;682
END_TS;185;0.6;707
END_TS;186;0.6;660
END_TS;187;0.6;685
END_TS;188;0.6;660
END_TS;189;0.6;670
END_TS;190;0.6;772
END_TS;191;0.6;666
END_TS;192;0.6;704
END_TS;193;0.6;684
END_TS;194;0.6;689
END_TS;195;0.6;751
END_TS;196;0.6;661
END_TS;197;0.6;649
END_TS;198;0.6;726
END_TS;199;0.6;4515
END_TS;200;0.6;622
END_TS;201;0.6;666
END_TS;202;0.6;703
END_TS;203;0.6;666
END_TS;204;0.6;746
END_TS;205;0.6;697
END_TS;206;0.6;684
END_TS;207;0.6;705
END_TS;208;0.6;808
END_TS;209;0.6;662
END_TS;210;0.6;3678
END_TS;211;0.7;652
END_TS;212;0.7;683
END_TS;213;0.7;622
END_TS;214;0.7;659
END_TS;215;0.7;666
END_TS;216;0.7;690
END_TS;217;0.7;3881
END_TS;218;0.7;688
END_TS;219;0.7;717
END_TS;220;0.7;670
END_TS;221;0.7;694
END_TS;222;0.7;3412
END_TS;223;0.7;719
END_TS;224;0.7;660
END_TS;225;0.7;700
END_TS;226;0.7;658
END_TS;227;0.7;690
END_TS;228;0.7;659
END_TS;229;0.7;662
END_TS;230;0.7;705
END_TS;231;0.7;776
END_TS;232;0.7;764
END_TS;233;0.7;622
END_TS;234;0.7;678
END_TS;235;0.7;662
END_TS;236;0.7;697
END_TS;237;0.7;621
END_TS;238;0.7;685
END_TS;239;0.7;3005
END_TS;240;0.7;637
END_TS;241;0.8;694
END_TS;242;0.8;689
END_TS;243;0.8;3479
END_TS;244;0.8;807
END_TS;245;0.8;666
END_TS;246;0.8;710
END_TS;247;0.8;769
END_TS;248;0.8;674
END_TS;249;0.8;811
END_TS;250;0.8;736
END_TS;251;0.8;695
END_TS;252;0.8;705
END_TS;253;0.8;673
END_TS;254;0.8;679
END_TS;255;0.8;636
END_TS;256;0.8;3328
END_TS;257;0.8;691
END_TS;258;0.8;2932
END_TS;259;0.8;625
END_TS;260;0.8;2733
END_TS;261;0.8;772
END_TS;262;0.8;691
END_TS;263;0.8;743
END_TS;264;0.8;661
END_TS;265;0.8;3282
END_TS;266;0.8;669
END_TS;267;0.8;680
END_TS;268;0.8;671
END_TS;269;0.8;3554
END_TS;270;0.8;671
END_TS;271;0.9;777
END_TS;272;0.9;723
END_TS;273;0.9;4081
END_TS;274;0.9;668
END_TS;275;0.9;689
END_TS;276;0.9;624
END_TS;277;0.9;3216
END_TS;278;0.9;675
END_TS;279;0.9;740
END_TS;280;0.9;700
END_TS;281;0.9;694
END_TS;282;0.9;657
END_TS;283;0.9;3341
END_TS;284;0.9;695
END_TS;285;0.9;658
END_TS;286;0.9;767
END_TS;287;0.9;704
END_TS;288;0.9;716
END_TS;289;0.9;692
END_TS;290;0.9;700
END_TS;291;0.9;697
END_TS;292;0.9;3958
END_TS;293;0.9;654
END_TS;294;0.9;673
END_TS;295;0.9;726
END_TS;296;0.9;794
END_TS;297;0.9;702
END_TS;298;0.9;678
END_TS;299;0.9;783
END_TS;300;0.9;725
END_TS;301;1.0;687
END_TS;302;1.0;682
END_TS;303;1.0;714
END_TS;304;1.0;684
END_TS;305;1.0;666
END_TS;306;1.0;710
END_TS;307;1.0;733
END_TS;308;1.0;676
END_TS;309;1.0;682
END_TS;310;1.0;712
END_TS;311;1.0;771
END_TS;312;1.0;3374
END_TS;313;1.0;714
END_TS;314;1.0;730
END_TS;315;1.0;2895
END_TS;316;1.0;684
END_TS;317;1.0;3407
END_TS;318;1.0;674
END_TS;319;1.0;749
END_TS;320;1.0;661
END_TS;321;1.0;658
END_TS;322;1.0;782
END_TS;323;1.0;690
END_TS;324;1.0;653
END_TS;325;1.0;2817
END_TS;326;1.0;3470
END_TS;327;1.0;706
END_TS;328;1.0;706
END_TS;329;1.0;697
END_TS;330;1.0;752
