LABEL,#TS,TEMP,TOKENS
END_TS,1,0.0,507
END_TS,2,0.0,506
END_TS,3,0.0,507
END_TS,4,0.0,507
END_TS,5,0.0,507
END_TS,6,0.0,506
END_TS,7,0.0,507
END_TS,8,0.0,507
END_TS,9,0.0,507
END_TS,10,0.0,507
END_TS,11,0.0,525
END_TS,12,0.0,507
END_TS,13,0.0,506
END_TS,14,0.0,507
END_TS,15,0.0,507
END_TS,16,0.0,507
END_TS,17,0.0,507
END_TS,18,0.0,506
END_TS,19,0.0,506
END_TS,20,0.0,507
END_TS,21,0.0,507
END_TS,22,0.0,504
END_TS,23,0.0,507
END_TS,24,0.0,507
END_TS,25,0.0,525
END_TS,26,0.0,525
END_TS,27,0.0,507
END_TS,28,0.0,507
END_TS,29,0.0,504
END_TS,30,0.0,507
END_TS,31,0.1,507
END_TS,32,0.1,507
END_TS,33,0.1,507
END_TS,34,0.1,507
END_TS,35,0.1,517
END_TS,36,0.1,507
END_TS,37,0.1,518
END_TS,38,0.1,526
END_TS,39,0.1,507
END_TS,40,0.1,816
END_TS,41,0.1,507
END_TS,42,0.1,503
END_TS,43,0.1,507
END_TS,44,0.1,525
END_TS,45,0.1,525
END_TS,46,0.1,503
END_TS,47,0.1,520
END_TS,48,0.1,507
END_TS,49,0.1,525
END_TS,50,0.1,506
END_TS,51,0.1,525
END_TS,52,0.1,507
END_TS,53,0.1,525
END_TS,54,0.1,506
END_TS,55,0.1,507
END_TS,56,0.1,507
END_TS,57,0.1,506
END_TS,58,0.1,524
END_TS,59,0.1,506
END_TS,60,0.1,507
END_TS,61,0.2,504
END_TS,62,0.2,507
END_TS,63,0.2,803
END_TS,64,0.2,525
END_TS,65,0.2,815
END_TS,66,0.2,540
END_TS,67,0.2,525
END_TS,68,0.2,507
END_TS,69,0.2,525
END_TS,70,0.2,504
END_TS,71,0.2,809
END_TS,72,0.2,507
END_TS,73,0.2,526
END_TS,74,0.2,517
END_TS,75,0.2,815
END_TS,76,0.2,507
END_TS,77,0.2,504
END_TS,78,0.2,503
END_TS,79,0.2,506
END_TS,80,0.2,816
END_TS,81,0.2,507
END_TS,82,0.2,864
END_TS,83,0.2,525
END_TS,84,0.2,540
END_TS,85,0.2,506
END_TS,86,0.2,522
END_TS,87,0.2,507
END_TS,88,0.2,504
END_TS,89,0.2,507
END_TS,90,0.2,507
END_TS,91,0.3,522
END_TS,92,0.3,818
END_TS,93,0.3,545
END_TS,94,0.3,521
END_TS,95,0.3,525
END_TS,96,0.3,506
END_TS,97,0.3,507
END_TS,98,0.3,506
END_TS,99,0.3,504
END_TS,100,0.3,507
END_TS,101,0.3,507
END_TS,102,0.3,549
END_TS,103,0.3,505
END_TS,104,0.3,514
END_TS,105,0.3,524
END_TS,106,0.3,500
END_TS,107,0.3,523
END_TS,108,0.3,503
END_TS,109,0.3,520
END_TS,110,0.3,526
END_TS,111,0.3,493
END_TS,112,0.3,818
END_TS,113,0.3,517
END_TS,114,0.3,507
END_TS,115,0.3,506
END_TS,116,0.3,815
END_TS,117,0.3,503
END_TS,118,0.3,520
END_TS,119,0.3,504
END_TS,120,0.3,507
END_TS,121,0.4,517
END_TS,122,0.4,505
END_TS,123,0.4,506
END_TS,124,0.4,523
END_TS,125,0.4,507
END_TS,126,0.4,511
END_TS,127,0.4,526
END_TS,128,0.4,542
END_TS,129,0.4,520
END_TS,130,0.4,525
END_TS,131,0.4,523
END_TS,132,0.4,522
END_TS,133,0.4,818
END_TS,134,0.4,546
END_TS,135,0.4,520
END_TS,136,0.4,500
END_TS,137,0.4,487
END_TS,138,0.4,524
END_TS,139,0.4,506
END_TS,140,0.4,504
END_TS,141,0.4,487
END_TS,142,0.4,506
END_TS,143,0.4,520
END_TS,144,0.4,525
END_TS,145,0.4,815
END_TS,146,0.4,541
END_TS,147,0.4,541
END_TS,148,0.4,524
END_TS,149,0.4,525
END_TS,150,0.4,525
END_TS,151,0.5,521
END_TS,152,0.5,488
END_TS,153,0.5,507
END_TS,154,0.5,507
END_TS,155,0.5,488
END_TS,156,0.5,828
END_TS,157,0.5,821
END_TS,158,0.5,503
END_TS,159,0.5,527
END_TS,160,0.5,488
END_TS,161,0.5,511
END_TS,162,0.5,522
END_TS,163,0.5,551
END_TS,164,0.5,501
END_TS,165,0.5,519
END_TS,166,0.5,494
END_TS,167,0.5,498
END_TS,168,0.5,487
END_TS,169,0.5,563
END_TS,170,0.5,525
END_TS,171,0.5,542
END_TS,172,0.5,526
END_TS,173,0.5,520
END_TS,174,0.5,497
END_TS,175,0.5,507
END_TS,176,0.5,819
END_TS,177,0.5,523
END_TS,178,0.5,539
END_TS,179,0.5,502
END_TS,180,0.5,506
END_TS,181,0.6,507
END_TS,182,0.6,534
END_TS,183,0.6,524
END_TS,184,0.6,521
END_TS,185,0.6,502
END_TS,186,0.6,488
END_TS,187,0.6,809
END_TS,188,0.6,506
END_TS,189,0.6,506
END_TS,190,0.6,861
END_TS,191,0.6,824
END_TS,192,0.6,509
END_TS,193,0.6,540
END_TS,194,0.6,506
END_TS,195,0.6,507
END_TS,196,0.6,530
END_TS,197,0.6,503
END_TS,198,0.6,507
END_TS,199,0.6,521
END_TS,200,0.6,796
END_TS,201,0.6,487
END_TS,202,0.6,503
END_TS,203,0.6,499
END_TS,204,0.6,566
END_TS,205,0.6,492
END_TS,206,0.6,511
END_TS,207,0.6,511
END_TS,208,0.6,526
END_TS,209,0.6,496
END_TS,210,0.6,495
END_TS,211,0.7,806
END_TS,212,0.7,2693
END_TS,213,0.7,519
END_TS,214,0.7,818
END_TS,215,0.7,504
END_TS,216,0.7,487
END_TS,217,0.7,492
END_TS,218,0.7,525
END_TS,219,0.7,532
END_TS,220,0.7,520
END_TS,221,0.7,502
END_TS,222,0.7,527
END_TS,223,0.7,544
END_TS,224,0.7,518
END_TS,225,0.7,590
END_TS,226,0.7,540
END_TS,227,0.7,506
END_TS,228,0.7,817
END_TS,229,0.7,488
END_TS,230,0.7,543
END_TS,231,0.7,493
END_TS,232,0.7,507
END_TS,233,0.7,526
END_TS,234,0.7,815
END_TS,235,0.7,510
END_TS,236,0.7,502
END_TS,237,0.7,555
END_TS,238,0.7,818
END_TS,239,0.7,527
END_TS,240,0.7,543
END_TS,241,0.8,1362
END_TS,242,0.8,506
END_TS,243,0.8,521
END_TS,244,0.8,526
END_TS,245,0.8,483
END_TS,246,0.8,497
END_TS,247,0.8,523
END_TS,248,0.8,800
END_TS,249,0.8,546
END_TS,250,0.8,526
END_TS,251,0.8,807
END_TS,252,0.8,571
END_TS,253,0.8,880
END_TS,254,0.8,851
END_TS,255,0.8,519
END_TS,256,0.8,542
END_TS,257,0.8,626
END_TS,258,0.8,491
END_TS,259,0.8,520
END_TS,260,0.8,614
END_TS,261,0.8,490
END_TS,262,0.8,553
END_TS,263,0.8,548
END_TS,264,0.8,506
END_TS,265,0.8,566
END_TS,266,0.8,801
END_TS,267,0.8,575
END_TS,268,0.8,528
END_TS,269,0.8,1349
END_TS,270,0.8,549
END_TS,271,0.9,535
END_TS,272,0.9,528
END_TS,273,0.9,516
END_TS,274,0.9,502
END_TS,275,0.9,479
END_TS,276,0.9,515
END_TS,277,0.9,503
END_TS,278,0.9,520
END_TS,279,0.9,487
END_TS,280,0.9,535
END_TS,281,0.9,543
END_TS,282,0.9,2479
END_TS,283,0.9,912
END_TS,284,0.9,502
END_TS,285,0.9,506
END_TS,286,0.9,521
END_TS,287,0.9,3544
END_TS,288,0.9,799
END_TS,289,0.9,939
END_TS,290,0.9,466
END_TS,291,0.9,524
END_TS,292,0.9,508
END_TS,293,0.9,814
END_TS,294,0.9,503
END_TS,295,0.9,667
END_TS,296,0.9,844
END_TS,297,0.9,456
END_TS,298,0.9,510
END_TS,299,0.9,491
END_TS,300,0.9,559
END_TS,301,1.0,470
END_TS,302,1.0,3936
END_TS,303,1.0,636
END_TS,304,1.0,480
END_TS,305,1.0,2518
END_TS,306,1.0,544
END_TS,307,1.0,547
END_TS,308,1.0,512
END_TS,309,1.0,801
END_TS,310,1.0,528
END_TS,311,1.0,834
END_TS,312,1.0,818
END_TS,313,1.0,829
END_TS,314,1.0,524
END_TS,315,1.0,606
END_TS,316,1.0,445
END_TS,317,1.0,504
END_TS,318,1.0,515
END_TS,319,1.0,496
END_TS,320,1.0,453
END_TS,321,1.0,533
END_TS,322,1.0,530
END_TS,323,1.0,515
END_TS,324,1.0,502
END_TS,325,1.0,610
END_TS,326,1.0,515
END_TS,327,1.0,5715
END_TS,328,1.0,801
END_TS,329,1.0,851
END_TS,330,1.0,594
